Parcela;Placa;Especie;Familia;DAP_cm
P4;164;Amaioua corymbosa;Rubiaceae;11,2
P4;165;Cordia bicolor;Boraginaceae;17,57
P4;166;Jacaranda copaia;Bignoniaceae;24,16
P4;167;Matayba arborescens;Sapindaceae;11,01
P4;168;Matayba arborescens;Sapindaceae;13,43
P4;169;Jacaranda copaia;Bignoniaceae;23,49
P4;170;Oenocarpus bataua;Arecaceae;17,86
P4;171;Erythroxylum citrifolium;Erythroxylaceae;11,03
P4;172;Tapirira guianensis;Anacardiaceae;15,15
P4;173;Pourouma bicolor;Urticaceae;21,76
P4;174;Abarema barbouriana;Fabaceae;10,09
P4;175;Ocotea guianensis;Lauraceae;11,35
P4;176;Miconia elata;Melastomataceae;15,35
P4;177;Oenocarpus bataua;Arecaceae;13,94
P4;178;Ocotea guianensis;Lauraceae;13,88
P4;179;Jacaranda copaia;Bignoniaceae;37,07
P4;180;Pourouma bicolor;Urticaceae;17,65
P4;181;Oenocarpus bataua;Arecaceae;14,04
P4;182;Miconia elata;Melastomataceae;13,21
P4;183;Myrsine pellucidopunctata;Primulaceae;14,07
P4;184;Matayba arborescens;Sapindaceae;12,15
P4;185;Jacaranda copaia;Bignoniaceae;24,51
P4;186;Myrsine pellucidopunctata;Primulaceae;33,23
P4;187;Abarema barbouriana;Fabaceae;17,22
P4;188;Miconia elata;Melastomataceae;16,08
P4;189;Cordia bicolor;Boraginaceae;21,99
P4;190;Miconia elata;Melastomataceae;15,92
P5;1;Cecropia obtusifolia;Urticaceae;12,75
P5;2;Castilla tunu;Moraceae;14,2
P5;3;Randia sp1;Rubiaceae;10,02
P5;4;Brosimum sp2;Moraceae;43,35
P5;5;Protium sp1;Burseraceae;13,63
P5;6;Chrysophyllum argenteum;Sapotaceae;24,13
P5;7;Persea sp6;Lauraceae;24,83
P5;8;Prioria copaifera;Fabaceae;26,55
P5;9;Brosimum sp2;Moraceae;10,19
P5;10;Tabernaemontana sp1;Apocynaceae;22,68
P5;11;Urera caracasana;Urticaceae;11,68
P5;12;Matisia sp3;Malvaceae;66,86
P5;13;Bravaisia integerrima;Acanthaceae;15,5
P5;14;Cecropia obtusifolia;Urticaceae;26,55
P5;15;Brosimum sp2;Moraceae;29,94
P5;16;Coccoloba sp6;Polygonaceae;13,24
P5;17;Brosimum sp2;Moraceae;26,28
P5;18;Cecropia membranacea;Urticaceae;22,45
P5;19;Inga acrocephala;Fabaceae;17,92
P5;20;Clarisia racemosa;Moraceae;25,59
P5;21;Castilla tunu;Moraceae;20,41
P5;22;Astrocaryum standleyanum;Arecaceae;18,46
P5;23;Ephedranthus colombianus;Annonaceae;23,05
P5;24;Castilla tunu;Moraceae;33,82
P5;25;Guarea macrophylla;Meliaceae;10,15
P5;26;Chrysophyllum argenteum;Sapotaceae;41,03
P5;27;Randia sp1;Rubiaceae;11,33
P5;28;Rhodostemonodaphne kunthiana;Lauraceae;30,95
P5;29;Perebea sp1;Moraceae;22,07
P5;30;Rhodostemonodaphne kunthiana;Lauraceae;18,62
P5;31;Rhodostemonodaphne kunthiana;Lauraceae;14,91
P5;32;Inga acrocephala;Fabaceae;10,28
P5;33;Spondias mombin;Anacardiaceae;14,59
P5;34;Cecropia membranacea;Urticaceae;25,49
P5;35;Persea sp6;Lauraceae;10,98
P5;36;Lunania parviflora;Salicaceae;10,28
P5;37;Bravaisia integerrima;Acanthaceae;27,25
P5;38;Astrocaryum standleyanum;Arecaceae;19,77
P5;39;Hampea punctulata;Malvaceae;17,33
P5;40;Bravaisia integerrima;Acanthaceae;26,77
P5;41;Astrocaryum standleyanum;Arecaceae;19,8
P5;42;Virola sp2;Myristicaceae;31,61
P5;43;Guarea guidonia;Meliaceae;10,47
P5;44;Castilla tunu;Moraceae;35,94
P5;45;Astrocaryum standleyanum;Arecaceae;18,07
P5;46;Luehea seemannii;Malvaceae;47,84
P5;47;Lunania parviflora;Salicaceae;27,18
P5;48;Psychotria trichotoma;Rubiaceae;11,27
P5;49;Tetrathylacium johansenii;Salicaceae;11,4
P5;50;Astrocaryum standleyanum;Arecaceae;11,82
P5;51;Casearia corymbosa;Salicaceae;15,12
P5;52;Perebea sp1;Moraceae;11,89
P5;53;Swartzia macrophylla;Fabaceae;46,67
P5;54;;;10,94
P5;55;Bravaisia integerrima;Acanthaceae;12,23
P5;56;Bravaisia integerrima;Acanthaceae;17,76
P5;57;Inga acrocephala;Fabaceae;12,71
P5;58;Triplaris americana;Polygonaceae;15,11
P5;59;Rhodostemonodaphne kunthiana;Lauraceae;11,2
P5;60;Cecropia membranacea;Urticaceae;22,98
P5;61;Bravaisia integerrima;Acanthaceae;17,54
P5;62;Naucleopsis ulei;Moraceae;14,01
P5;63;Cecropia obtusifolia;Urticaceae;19,42
P5;64;Trema micrantha;Cannabaceae;31,51
P5;65;Trichilia poeppigii;Meliaceae;13,91
P5;66;Cecropia membranacea;Urticaceae;23,28
P5;67;Xylopia sp1;Annonaceae;12,16
P5;68;Trichilia sp4;Meliaceae;11,15
P5;69;Inga acrocephala;Fabaceae;10,92
P5;70;Swartzia simplex;Fabaceae;11,27
P5;71;Astrocaryum standleyanum;Arecaceae;19,4
P5;72;Chrysophyllum argenteum;Sapotaceae;12
P5;73;;;35,43
P5;74;Iryanthera sp.;Myristicaceae;9,51
P5;75;Astrocaryum standleyanum;Arecaceae;18,78
P5;76;Castilla tunu;Moraceae;38,01
P5;77;Coccoloba sp6;Polygonaceae;14,9
P5;78;Persea sp6;Lauraceae;15,1
P5;79;Bravaisia integerrima;Acanthaceae;15,15
P5;80;Trema micrantha;Cannabaceae;30,17
P5;81;Trema micrantha;Cannabaceae;12,83
P6;1;Oxandra sp1;Annonaceae;16,69
P6;2;Pouteria sp15;Sapotaceae;11,49
P6;3;Manilkara chicle;Sapotaceae;23,36
P6;4;Pouteria sp16;Sapotaceae;21,77
P6;5;Pouteria sp16;Sapotaceae;52,27
P6;6;;;18,55
P6;7;Aspidosperma desmanthum;Apocynaceae;20,27
P6;8;Cassipourea guianensis;Rhizophoraceae;20,22
P6;9;Chrysophyllum lucentifolium;Sapotaceae;55,31
P6;10;Pouteria sp16;Sapotaceae;23,52
P6;11;Socratea exorrhiza;Arecaceae;12,14
P6;12;Pouteria sp16;Sapotaceae;18,76
P6;13;Socratea exorrhiza;Arecaceae;17,9
P6;14;Manilkara chicle;Sapotaceae;28,1
P6;16;Chrysochlamys eclipes;Clusiaceae;16,36
P6;17;Pouteria lucuma;Sapotaceae;24,86
P6;18;Chrysochlamys sp1;Clusiaceae;13,47
P6;19;Manilkara chicle;Sapotaceae;24,41
P6;20;Clarisia racemosa;Moraceae;28,01
P6;21;Manilkara chicle;Sapotaceae;19,67
P6;22;Pouteria sp16;Sapotaceae;17,25
P6;23;Pouteria sp16;Sapotaceae;12,15
P6;24;Pouteria sp16;Sapotaceae;11,87
P6;25;Lonchocarpus sp2;Fabaceae;11,43
P6;26;Socratea exorrhiza;Arecaceae;14,47
P6;27;Pouteria lucuma;Sapotaceae;12,5
P6;28;;;37,79
P6;29;Pterandra colombiana;Malpighiaceae;13,36
P6;30;Myrcia florida;Myrtaceae;10,51
P6;31;Socratea exorrhiza;Arecaceae;12,98
P6;32;Batocarpus costaricensis;Moraceae;37,15
P6;33;Pera arborea;Euphorbiaceae;25,3
P6;34;Otoba novogranatensis;Myristicaceae;19,93
P6;35;Lonchocarpus sp2;Fabaceae;73,21
P6;36;Virola macrocarpa;Myristicaceae;14,25
P6;37;Virola dixonii;Myristicaceae;33,32
P6;38;Socratea exorrhiza;Arecaceae;14,36
P6;39;Dialium guianense;Fabaceae;62,29
P6;40;Virola dixonii;Myristicaceae;29,43
P6;41;;;19,77
P6;42;Pouteria sp16;Sapotaceae;26,29
P6;43;Coccoloba densifrons;Polygonaceae;12,38
P6;44;Sterculia sp1;Malvaceae;10,22
P6;45;Garcinia magnifolia;Clusiaceae;16,27
P6;46;Socratea exorrhiza;Arecaceae;11,21
P6;47;Guatteria sp3;Annonaceae;37,7
P6;48;Socratea exorrhiza;Arecaceae;11,49
P6;49;Manilkara chicle;Sapotaceae;15,02
P6;50;Socratea exorrhiza;Arecaceae;12,61
P6;51;Virola macrocarpa;Myristicaceae;19,29
P6;52;Pouteria sp13;Sapotaceae;28,27
P6;53;Aspidosperma desmanthum;Apocynaceae;41,34
P6;54;Heisteria acuminata;Olacaceae;10
P6;55;Socratea exorrhiza;Arecaceae;11,46
P6;56;Socratea exorrhiza;Arecaceae;11,11
P6;57;Socratea exorrhiza;Arecaceae;12,6
P6;58;Gustavia dubia;Lecythidaceae;11,42
P6;59;Orphanodendron sp1;Fabaceae;38,1
P6;60;Gustavia speciosa;Lecythidaceae;14,73
P6;61;Rhodostemonodaphne kunthiana;Lauraceae;10,28
P6;62;Batocarpus costaricensis;Moraceae;18,15
P6;63;Garcinia magnifolia;Clusiaceae;16,13
P6;64;Pouteria sp16;Sapotaceae;14,42
P6;65;Virola macrocarpa;Myristicaceae;26,57
P6;66;Tapirira guianensis;Anacardiaceae;11,45
P6;67;Chrysochlamys eclipes;Clusiaceae;12,86
P6;68;Virola macrocarpa;Myristicaceae;16,65
P6;69;Micropholis egensis;Sapotaceae;18,28
P6;70;Mosannona hypoglauca;Annonaceae;10,31
P6;71;Vismia macrophylla;Hypericaceae;20,7
P6;72;Croton billbergianus;Euphorbiaceae;19,29
P6;73;Pouteria torta;Sapotaceae;14,56
P6;74;Sterculia sp1;Malvaceae;11,89
P6;75;Chrysochlamys eclipes;Clusiaceae;16,34
P6;76;Virola macrocarpa;Myristicaceae;10,44
P6;77;Tapirira guianensis;Anacardiaceae;41,64
P6;78;Brosimum guianense;Moraceae;16,17
P6;79;Tapirira guianensis;Anacardiaceae;14,09
P6;80;Socratea exorrhiza;Arecaceae;10,55
P6;81;Pachira sp1;Malvaceae;12,96
P6;82;Cassipourea guianensis;Rhizophoraceae;12,7
P6;85;Heisteria acuminata;Olacaceae;11,24
P6;86;Pouteria sp15;Sapotaceae;19,79
P6;87;Ampelocera macrocarpa;Ulmaceae;18,28
P6;88;Brosimum guianense;Moraceae;28,77
P6;89;Heisteria acuminata;Olacaceae;10,15
P6;90;Eschweilera sp2;Lecythidaceae;52,62
P6;91;Otoba novogranatensis;Myristicaceae;10,37
P6;92;Garcinia magnifolia;Clusiaceae;15,51
P6;93;Chrysochlamys sp1;Clusiaceae;12,83
P6;94;Clathrotropis sp1;Fabaceae;15,62
P6;95;Chrysochlamys eclipes;Clusiaceae;14,29
P6;96;Guatteria sp3;Annonaceae;15,95
P6;97;Virola macrocarpa;Myristicaceae;13,05
P6;98;Guatteria sp3;Annonaceae;14,14
P6;99;Eschweilera sp2;Lecythidaceae;42,58
P6;100;Heisteria acuminata;Olacaceae;10,15
P6;101;Guatteria sp3;Annonaceae;13,22
P6;102;Ocotea sp22;Lauraceae;12,03
P6;103;Apeiba glabra;Malvaceae;11,8
P6;104;Dialium guianense;Fabaceae;25,22
P6;105;Virola macrocarpa;Myristicaceae;22,23
P6;106;Pera arborea;Euphorbiaceae;40,25
P6;107;Socratea exorrhiza;Arecaceae;12,86
P6;108;Mouriri completens;Melastomataceae;11,3
P6;109;Dipteryx oleifera;Fabaceae;16,69
P6;110;Garcinia magnifolia;Clusiaceae;31,77
P6;111;Otoba novogranatensis;Myristicaceae;13,97
P7;1;Alchornea glandulosa;Euphorbiaceae;12,2
P7;2;Huertea granadina;Tapisciaceae;14,16
P7;3;Tovomitopsis sp;Clusiaceae;12,73
P7;4;Quercus humboldtii;Fagaceae;22,56
P7;5;Matudaea colombiana;Hamamelidaceae;45,96
P7;6;Matudaea colombiana;Hamamelidaceae;18,71
P7;7;Licania sp5;Chrysobalanaceae;17,73
P7;8;Ocotea sp29;Lauraceae;20,25
P7;9;Matudaea colombiana;Hamamelidaceae;15
P7;10;Calyptranthes sp4;Myrtaceae;23,75
P7;11;Quercus humboldtii;Fagaceae;33,02
P7;12;Naucleopsis sp1;Moraceae;20,85
P7;13;Turpinia occidentalis;Staphyleaceae;10,4
P7;14;;;19,5
P7;15;Helicostylis tovarensis;Moraceae;14
P7;16;Guatteria lehmannii;Annonaceae;26,67
P7;17;Persea rigens;Lauraceae;13,81
P7;18;Ocotea sp29;Lauraceae;11,71
P7;19;Quercus humboldtii;Fagaceae;25,42
P7;20;Quercus humboldtii;Fagaceae;44,63
P7;21;;;27,61
P7;22;Ocotea sp29;Lauraceae;9,73
P7;23;Ocotea sp13;Lauraceae;14,8
P7;24;Alchornea grandiflora;Euphorbiaceae;10,42
P7;25;Croton smithianus;Euphorbiaceae;20,31
P7;26;Croton smithianus;Euphorbiaceae;19,68
P7;27;Turpinia occidentalis;Staphyleaceae;14,39
P7;28;Quercus humboldtii;Fagaceae;11,29
P7;29;Quercus humboldtii;Fagaceae;58,31
P7;30;Matudaea colombiana;Hamamelidaceae;10,94
P7;31;Quercus humboldtii;Fagaceae;41,67
P7;32;Macrolobium colombianum;Fabaceae;11,36
P7;33;Matudaea colombiana;Hamamelidaceae;12,22
P7;34;Matudaea colombiana;Hamamelidaceae;12,43
P7;35;Matudaea colombiana;Hamamelidaceae;38,07
P7;36;Matudaea colombiana;Hamamelidaceae;30,98
P7;37;Quercus humboldtii;Fagaceae;15,7
P7;38;Matudaea colombiana;Hamamelidaceae;15,66
P7;39;Ocotea sp13;Lauraceae;14,52
P7;40;Alchornea grandiflora;Euphorbiaceae;14,73
P7;41;Alchornea glandulosa;Euphorbiaceae;15,78
P7;42;Matudaea colombiana;Hamamelidaceae;12,41
P7;43;Croton smithianus;Euphorbiaceae;12,37
P7;44;Croton smithianus;Euphorbiaceae;10,96
P7;45;Ocotea sp13;Lauraceae;17,19
P7;46;Matudaea colombiana;Hamamelidaceae;12,61
P7;47;Ocotea sp13;Lauraceae;11,03
P7;48;Macrolobium colombianum;Fabaceae;13,34
P7;49;Croton smithianus;Euphorbiaceae;17,86
P7;50;Croton smithianus;Euphorbiaceae;14
P7;51;Matudaea colombiana;Hamamelidaceae;15,37
P7;52;Croton smithianus;Euphorbiaceae;18,52
P7;53;Croton smithianus;Euphorbiaceae;24,57
P7;54;Matudaea colombiana;Hamamelidaceae;10,92
P7;55;Matudaea colombiana;Hamamelidaceae;16,16
P7;56;Quercus humboldtii;Fagaceae;63,93
P7;57;Ocotea jelskii;Lauraceae;10,38
P7;58;Ocotea sp13;Lauraceae;11,36
P7;59;Croton smithianus;Euphorbiaceae;13,59
P7;60;Matudaea colombiana;Hamamelidaceae;14,14
P7;61;Abarema lehmannii;Fabaceae;20,14
P7;62;Croton smithianus;Euphorbiaceae;15,15
P7;63;Billia rosea;Sapindaceae;12,92
P7;64;Nectandra sp1;Lauraceae;19,5
P7;65;Nectandra sp1;Lauraceae;10,42
P7;66;Ilex danielis;Aquifoliaceae;11,54
P7;67;Matudaea colombiana;Hamamelidaceae;67,57
P7;68;Inga sp16;Fabaceae;24,57
P7;69;Ocotea macrophylla;Lauraceae;10,06
P7;70;Persea americana;Lauraceae;10,41
P7;71;Croton smithianus;Euphorbiaceae;26,64
P7;72;Turpinia occidentalis;Staphyleaceae;11,99
P7;73;Quercus humboldtii;Fagaceae;48,7
P7;74;Matudaea colombiana;Hamamelidaceae;11,69
P7;75;Croton smithianus;Euphorbiaceae;21,96
P7;76;Inga multijuga;Fabaceae;12,35
P7;77;Brunellia sibundoya;Brunelliaceae;11,92
P7;78;Croton smithianus;Euphorbiaceae;14,86
P7;79;Croton smithianus;Euphorbiaceae;12,47
P7;80;Croton smithianus;Euphorbiaceae;21,77
P7;81;Matudaea colombiana;Hamamelidaceae;11,32
P7;82;Matudaea colombiana;Hamamelidaceae;19,57
P7;83;Croton smithianus;Euphorbiaceae;21
P7;84;Miconia theaezans;Melastomataceae;12,04
P7;85;Croton smithianus;Euphorbiaceae;10,44
P7;86;Macrolobium colombianum;Fabaceae;16,02
P7;87;Croton smithianus;Euphorbiaceae;19,95
P7;88;Croton smithianus;Euphorbiaceae;10,29
P7;89;Croton smithianus;Euphorbiaceae;14,88
P7;90;Vismia laevis;Hypericaceae;11,65
P7;91;Croton smithianus;Euphorbiaceae;10,94
P7;92;Miconia theaezans;Melastomataceae;10,79
P7;93;Myrsine coriacea;Primulaceae;10,5
P7;94;Croton smithianus;Euphorbiaceae;13,4
P7;95;Croton smithianus;Euphorbiaceae;11,49
P7;96;Croton smithianus;Euphorbiaceae;13,08
P7;97;Croton smithianus;Euphorbiaceae;10,74
P7;98;Croton smithianus;Euphorbiaceae;17,78
P7;99;Croton smithianus;Euphorbiaceae;10,22
P7;100;Croton smithianus;Euphorbiaceae;10,7
P7;101;Croton smithianus;Euphorbiaceae;11,43
P7;102;Vismia baccifera;Hypericaceae;10,12
P7;103;Croton smithianus;Euphorbiaceae;11,69
P7;104;Croton smithianus;Euphorbiaceae;10,19
P7;105;Croton smithianus;Euphorbiaceae;10,44
P7;106;Croton smithianus;Euphorbiaceae;12
P7;107;Croton smithianus;Euphorbiaceae;10,06
P7;108;Miconia longifolia;Melastomataceae;10,75
P7;109;Vismia baccifera;Hypericaceae;11,43
P7;110;Croton smithianus;Euphorbiaceae;11,14
P7;111;Croton smithianus;Euphorbiaceae;11,19
P7;112;Croton smithianus;Euphorbiaceae;13,47
P7;113;Croton smithianus;Euphorbiaceae;15,98
P7;114;Croton smithianus;Euphorbiaceae;11
P7;115;Croton smithianus;Euphorbiaceae;9,78
P7;116;Tetrorchidium andinum;Euphorbiaceae;15,44
P7;117;Brunellia sibundoya;Brunelliaceae;18,9
P7;118;Cecropia obtusifolia;Urticaceae;15,09
P7;119;Weinmannia pubescens;Cunoniaceae;18,58
P7;120;Croton smithianus;Euphorbiaceae;12,45
P7;121;Croton smithianus;Euphorbiaceae;14,55
P7;122;Croton smithianus;Euphorbiaceae;11,51
P7;123;Licania sp5;Chrysobalanaceae;15,53
P7;124;Croton smithianus;Euphorbiaceae;12,16
P7;125;Brunellia sibundoya;Brunelliaceae;12,1
P7;126;Brunellia sibundoya;Brunelliaceae;17,65
P7;127;Brunellia sibundoya;Brunelliaceae;11,01
P7;128;Inga multijuga;Fabaceae;13,6
P7;129;Vismia baccifera;Hypericaceae;10,88
P7;130;Vismia baccifera;Hypericaceae;15,48
P7;131;Persea sp15;Lauraceae;11,14
P7;132;Croton smithianus;Euphorbiaceae;22,55
P7;133;Vismia baccifera;Hypericaceae;12,13
P8;1;;;35,79
P8;2;Saurauia laevigata;Actinidiaceae;10,82
P8;3;Turpinia occidentalis;Staphyleaceae;19,1
P8;4;Guettarda crispiflora;Rubiaceae;27,18
P8;5;Prunus subcorymbosa;Rosaceae;28,93
P8;6;Neea amplifolia;Nyctaginaceae;11,84
P8;7;Beilschmiedia latifolia;Lauraceae;21,52
P8;8;Beilschmiedia pendula;Lauraceae;24
P8;9;Beilschmiedia pendula;Lauraceae;12,65
P8;10;Pleurothyrium sp1;Lauraceae;12,8
P8;11;Guettarda crispiflora;Rubiaceae;23,49
P8;12;Guettarda crispiflora;Rubiaceae;14,74
P8;13;Saurauia laevigata;Actinidiaceae;10,49
P8;14;Aegiphila alba;Lamiaceae;17,82
P8;15;Huertea granadina;Tapisciaceae;19,54
P8;16;Huertea granadina;Tapisciaceae;12,26
P8;17;Saurauia laevigata;Actinidiaceae;10,45
P8;18;Elaeagia myriantha;Rubiaceae;12,31
P8;19;Elaeagia myriantha;Rubiaceae;21,83
P8;20;Ocotea sp29;Lauraceae;12,22
P8;21;Turpinia occidentalis;Staphyleaceae;14,23
P8;22;Pleurothyrium sp1;Lauraceae;17,07
P8;23;Pleurothyrium sp1;Lauraceae;16,87
P8;24;Saurauia laevigata;Actinidiaceae;11,4
P8;25;Saurauia laevigata;Actinidiaceae;17,67
P8;26;Saurauia laevigata;Actinidiaceae;10,87
P8;27;Prunus subcorymbosa;Rosaceae;21,41
P8;28;Saurauia laevigata;Actinidiaceae;17,73
P8;29;Styrax sp7;Styracaceae;16,55
P8;30;Calatola costaricensis;Icacinaceae;13,47
P8;31;Ficus tovarensis;Moraceae;26,23
P8;32;Neea amplifolia;Nyctaginaceae;24,59
P8;33;Endlicheria metallica;Lauraceae;10,84
P8;34;Heliocarpus americanus;Malvaceae;10,51
P8;35;Croton smithianus;Euphorbiaceae;18,02
P8;36;Croton smithianus;Euphorbiaceae;18,54
P8;37;Saurauia laevigata;Actinidiaceae;11,49
P8;38;Alchornea grandiflora;Euphorbiaceae;14,58
P8;39;Aegiphila alba;Lamiaceae;17,99
P8;40;Aegiphila alba;Lamiaceae;16,78
P8;41;Persea rigens;Lauraceae;28,44
P8;42;Ocotea sp29;Lauraceae;12,56
P8;43;Sapium cuatrecasii;Euphorbiaceae;17,44
P8;44;Pouteria torta;Sapotaceae;14,87
P8;45;Myrcia hartwegiana;Myrtaceae;21,84
P8;46;Saurauia laevigata;Actinidiaceae;19,55
P8;47;Beilschmiedia pendula;Lauraceae;12,7
P8;48;Licania sp5;Chrysobalanaceae;12,13
P8;49;Byrsonima sp2;Malpighiaceae;13,05
P8;50;Huertea granadina;Tapisciaceae;14,21
P8;51;Guettarda crispiflora;Rubiaceae;12,51
P8;52;Neea amplifolia;Nyctaginaceae;12,61
P8;53;Neea amplifolia;Nyctaginaceae;10,23
P8;54;Persea rigens;Lauraceae;18,94
P8;55;Ladenbergia macrocarpa;Rubiaceae;13,59
P8;56;Beilschmiedia pendula;Lauraceae;18,24
P8;57;Aiouea dubia;Lauraceae;12,52
P8;58;Saurauia laevigata;Actinidiaceae;15,6
P8;59;Calophyllum brasiliense;Calophyllaceae;15,66
P8;60;Matudaea colombiana;Hamamelidaceae;18,38
P8;61;Matudaea colombiana;Hamamelidaceae;22,92
P8;62;Matudaea colombiana;Hamamelidaceae;9,89
P8;63;Matudaea colombiana;Hamamelidaceae;10,5
P8;64;Cinnamomum triplinerve;Lauraceae;17,35
P8;65;Ocotea jelskii;Lauraceae;18,81
P8;66;Ocotea sp5;Lauraceae;17,19
P8;67;Allophylus sp1;Sapindaceae;11,52
P8;68;Myrcia hartwegiana;Myrtaceae;9,75
P8;69;Helicostylis tovarensis;Moraceae;11,95
P8;70;Croton smithianus;Euphorbiaceae;20,05
P8;71;Alchornea grandiflora;Euphorbiaceae;14,11
P8;72;Saurauia laevigata;Actinidiaceae;11,91
P8;73;Huertea granadina;Tapisciaceae;12,13
P8;74;Pouteria sp21;Sapotaceae;13,15
P8;75;;;50,04
P8;76;Pouteria torta;Sapotaceae;24,49
P8;77;Hasseltia lateriflora;Salicaceae;9,31
P8;78;;;40,52
P8;79;Croton smithianus;Euphorbiaceae;30,74
P8;80;Guettarda crispiflora;Rubiaceae;12,22
P8;81;Saurauia laevigata;Actinidiaceae;13,44
P8;82;Croton smithianus;Euphorbiaceae;19,71
P8;83;Turpinia occidentalis;Staphyleaceae;13,53
P8;84;Turpinia occidentalis;Staphyleaceae;15,41
P8;85;Croton magdalenensis;Euphorbiaceae;13,98
P8;86;Inga sp8;Fabaceae;10,93
P8;87;Guettarda crispiflora;Rubiaceae;9,82
P8;88;Guettarda crispiflora;Rubiaceae;21,88
P8;89;Nectandra laurel;Lauraceae;19,06
P8;90;Nectandra laurel;Lauraceae;16,58
P8;91;Croton smithianus;Euphorbiaceae;18,65
P8;92;Macrolobium colombianum;Fabaceae;9,82
P8;93;Guettarda crispiflora;Rubiaceae;11,13
P8;94;Beilschmiedia pendula;Lauraceae;16,06
P8;95;Croton smithianus;Euphorbiaceae;15,66
P8;96;Symplocos quindiuensis;Symplocaceae;12,15
P8;97;Ternstroemia macrocarpa;Pentaphylacaceae;21,25
P8;98;Huertea granadina;Tapisciaceae;23,97
P8;99;Huertea granadina;Tapisciaceae;11,65
P8;100;Rudgea sclerocalyx;Rubiaceae;12,38
P8;101;Beilschmiedia pendula;Lauraceae;19,42
P8;102;Guatteria lehmannii;Annonaceae;10,6
P8;103;Ficus mutisii;Moraceae;36,13
P8;104;Ficus mutisii;Moraceae;11,02
P8;105;Guettarda crispiflora;Rubiaceae;11,43
P8;106;Guettarda crispiflora;Rubiaceae;12,92
P8;107;Geonoma undata;Arecaceae;9,71
P8;108;Huertea granadina;Tapisciaceae;14,13
P8;109;Pouteria lucuma;Sapotaceae;12,23
P8;110;Guettarda crispiflora;Rubiaceae;28,76
P8;111;Huertea granadina;Tapisciaceae;21,51
P8;112;Croton smithianus;Euphorbiaceae;23,68
P8;113;Huertea granadina;Tapisciaceae;20,44
P8;114;Croton magdalenensis;Euphorbiaceae;10,58
P8;115;Helicostylis tovarensis;Moraceae;10,95
P8;116;Guettarda crispiflora;Rubiaceae;13,78
P8;117;Croton smithianus;Euphorbiaceae;29,64
P8;118;Matudaea colombiana;Hamamelidaceae;25,76
P8;119;Hasseltia lateriflora;Salicaceae;11,92
P8;120;Symplocos quindiuensis;Symplocaceae;17,71
P8;121;Symplocos quindiuensis;Symplocaceae;13,15
P8;122;Croton smithianus;Euphorbiaceae;32,55
P8;123;Ocotea jelskii;Lauraceae;21,49
P8;124;Ocotea jelskii;Lauraceae;13,65
P8;125;Ocotea jelskii;Lauraceae;13,51
P8;126;Clethra fagifolia;Clethraceae;10,94
P8;127;Sapium cuatrecasii;Euphorbiaceae;10,07
P8;128;Croton smithianus;Euphorbiaceae;42,62
P8;129;Pleurothyrium sp1;Lauraceae;19,07
P8;130;Tocoyena sp;Rubiaceae;22,51
P8;131;Ocotea sp29;Lauraceae;10,39
P8;132;Morus insignis;Moraceae;19,21
P8;133;Guettarda crispiflora;Rubiaceae;11,45
P8;134;Guatteria lehmannii;Annonaceae;10,86
P8;135;Guatteria lehmannii;Annonaceae;13,18
P8;136;Matayba elegans;Sapindaceae;21,65
P8;137;Inga multijuga;Fabaceae;20,31
P8;138;Macrolobium colombianum;Fabaceae;10,09
P8;139;Guettarda crispiflora;Rubiaceae;11,94
P8;140;;;21
P8;141;;;14,16
P8;142;;;26,96
P8;143;Inga multijuga;Fabaceae;14,34
P8;144;Guettarda crispiflora;Rubiaceae;12,67
P8;145;Magnolia espinalii;Magnoliaceae;14,07
P8;146;Guettarda crispiflora;Rubiaceae;23,49
P8;147;Clethra fagifolia;Clethraceae;12,57
P8;148;Clethra fagifolia;Clethraceae;23,59
P8;149;Croton smithianus;Euphorbiaceae;13,18
P8;150;Miconia tonduzii;Melastomataceae;13,53
P8;151;Naucleopsis sp1;Moraceae;11,01
P8;152;Billia rosea;Sapindaceae;12,98
P8;153;Croton smithianus;Euphorbiaceae;21,71
P8;154;Abarema lehmannii;Fabaceae;11,18
P8;155;Abarema lehmannii;Fabaceae;11,11
P8;156;Guettarda crispiflora;Rubiaceae;12,08
P8;157;Trema micrantha;Cannabaceae;11,21
P8;158;Trema micrantha;Cannabaceae;14,17
P8;159;Trema micrantha;Cannabaceae;12,84
P8;160;Miconia tonduzii;Melastomataceae;11,59
P8;161;Croton magdalenensis;Euphorbiaceae;14,63
P8;162;Croton magdalenensis;Euphorbiaceae;19,39
P8;163;Croton magdalenensis;Euphorbiaceae;15,92
P8;164;Cecropia sp9;Urticaceae;12,64
P8;165;Guettarda crispiflora;Rubiaceae;18,75
P8;166;Brunellia sibundoya;Brunelliaceae;18,82
P8;167;Croton smithianus;Euphorbiaceae;12,66
P8;168;Morus insignis;Moraceae;25,2
P8;169;Morus insignis;Moraceae;26,53
P8;170;Miconia tonduzii;Melastomataceae;14,93
P8;171;Trema micrantha;Cannabaceae;11,56
P8;172;Huertea granadina;Tapisciaceae;16,19
P8;173;Huertea granadina;Tapisciaceae;19,37
P8;174;Huertea granadina;Tapisciaceae;14,85
P8;175;Brunellia sibundoya;Brunelliaceae;15,58
P8;176;Trema micrantha;Cannabaceae;13,62
P8;177;Guettarda crispiflora;Rubiaceae;14,42
P8;178;Sapium cuatrecasii;Euphorbiaceae;15,54
